"title,console"
"High Stakes","gb"
"Catrap","gb"
"Spider-Man 3 - Invasion of the Spider-Slayers","gb"
"Centipede","gb"
"Universal Soldier","gb"
"Q Billion","gb"
"Jeopardy! - Platinum Edition","gb"
"Bust-A-Move 2 - Arcade Edition","gb"
"Avenging Spirit","gb"
"Mega Man III","gb"
"World Circuit Series","gb"
"WordZap","gb"
"Super Mario Land 2 - 6 Golden Coins","gb"
"4-in-1 Fun Pak","gb"
"Bubsy II","gb"
"PGA European Tour","gb"
"Legend of the River King GB","gb"
"Championship Pool","gb"
"Blades of Steel","gb"
"Fighting Simulator 2 in 1","gb"
"Turrican","gb"
"Power Racer","gb"
"Go! Go! Tank","gb"
"Faceball 2000","gb"
"Knight Quest","gb"
"Taz-Mania","gb"
"Altered Space - A 3-D Alien Adventure","gb"
"Pokemon - Edicion Roja","gb"
"Boomer's Adventure in ASMIK World","gb"
"Dick Tracy","gb"
"Super Breakout","gb"
"World Cup 98","gb"
"XVII Olympic Winter Games, The - Lillehammer 1994","gb"
"Pokemon - Blue Version","gb"
"Days of Thunder","gb"
"Power Mission","gb"
"Atomic Punk","gb"
"Super Black Bass","gb"
"World Bowling","gb"
"Blues Brothers, The","gb"
"Serpent","gb"
"Urban Strike","gb"
"Sneaky Snakes","gb"
"Fist of the North Star","gb"
"Lock n' Chase ~ Lock 'n' Chase","gb"
"Animaniacs","gb"
"QIX","gb"
"Star Wars","gb"
"Cool Ball","gb"
"Amazing Spider-Man, The","gb"
"Mortal Kombat","gb"
"Hercules","gb"
"Nemesis","gb"
"Sumo Fighter","gb"
"Jimmy Connors Tennis","gb"
"Rugrats Movie, The","gb"
"Amazing Penguin","gb"
"Game of Harmony, The","gb"
"International Superstar Soccer","gb"
"Lion King, The","gb"
"Arcade Classic No. 2 - Centipede & Millipede","gb"
"NBA Live 96","gb"
"Frogger","gb"
"Jeopardy! - Teen Tournament","gb"
"Batman Forever","gb"
"Arcade Classic No. 3 - Galaga & Galaxian","gb"
"NIV Bible & the 20 Lost Levels of Joshua","gb"
"Street Fighter II","gb"
"College Slam","gb"
"Alien 3","gb"
"Attack of the Killer Tomatoes","gb"
"Super Chase H.Q.","gb"
"Snoopy - Magic Show","gb"
"Kid Icarus - Of Myths and Monsters","gb"
"Battletoads","gb"
"Extra Bases!","gb"
"Darkman","gb"
"Tesserae","gb"
"Who Framed Roger Rabbit","gb"
"Street Racer","gb"
"Quarth","gb"
"True Lies","gb"
"Radar Mission","gb"
"Pit Fighter","gb"
"Ninja Taro","gb"
"Dr. Mario","gb"
"Space Invaders","gb"
"Mega Man V","gb"
"Game Boy Camera Gold","gb"
"Pokemon - Yellow Version - Special Pikachu Edition","gb"
"Barbie - Game Girl","gb"
"Contra - The Alien Wars","gb"
"Mega Man IV","gb"
"Super Mario Land","gb"
"Pinball Fantasies","gb"
"Mole Mania","gb"
"Addams Family, The","gb"
"Sword of Hope II, The","gb"
"SolarStriker","gb"
"Toy Story","gb"
"Maru's Mission","gb"
"RoboCop","gb"
"Star Trek - 25th Anniversary","gb"
"Pinball Dreams","gb"
"Spud's Adventure","gb"
"Motocross Maniacs","gb"
"Nail'n Scale","gb"
"Cliffhanger","gb"
"Kwirk - He's A-maze-ing!","gb"
"Black Bass - Lure Fishing","gb"
"Terminator 2 - Judgment Day","gb"
"Mega Man II","gb"
"FIFA Soccer '97","gb"
"Speedball 2 - Brutal Deluxe","gb"
"Super Mario Land","gb"
"Casino FunPak","gb"
"Flash, The","gb"
"Navy SEALs","gb"
"Mysterium","gb"
"Pokemon - Red Version","gb"
"RoboCop 2","gb"
"Killer Instinct","gb"
"Titus the Fox to Marrakech and Back","gb"
"Tom and Jerry - Frantic Antics!","gb"
"Chessmaster, The","gb"
"Choplifter II - Rescue & Survive","gb"
"Stop That Roach!","gb"
"Pac-In-Time","gb"
"Real Ghostbusters, The","gb"
"Adventures of Rocky and Bullwinkle and Friends, The","gb"
"James Bond 007","gb"
"Loopz","gb"
"Daedalian Opus","gb"
"Final Fantasy Legend, The","gb"
"World Heroes 2 Jet","gb"
"Minolta Camera Test Cart 2420","gb"
"Hit the Ice - VHL - The Official Video Hockey League","gb"
"Popeye 2","gb"
"NFL Quarterback Club '96","gb"
"Cool Spot","gb"
"Arcade Classic No. 4 - Defender & Joust","gb"
"Olympic Summer Games","gb"
"InfoGenius Productivity Pak - Frommer's Travel Guide","gb"
"Simpsons, The - Bart vs. the Juggernauts","gb"
"Crystal Quest","gb"
"Spot","gb"
"Wave Race","gb"
"Pac-Attack","gb"
"Indiana Jones and the Last Crusade","gb"
"Jeopardy! - Sports Edition","gb"
"Teenage Mutant Ninja Turtles II - Back from the Sewers","gb"
"Jeopardy!","gb"
"Tetris Attack","gb"
"Hudson Hawk","gb"
"Kirby's Star Stacker","gb"
"Penguin Wars","gb"
"Mighty Morphin Power Rangers - The Movie","gb"
"In Your Face","gb"
"Riddick Bowe Boxing","gb"
"Harvest Moon GB","gb"
"Spanky's Quest","gb"
"DragonHeart","gb"
"Wheel of Fortune","gb"
"Jetsons, The - Robot Panic","gb"
"Megalit","gb"
"Star Trek - The Next Generation","gb"
"Star Wars - The Empire Strikes Back","gb"
"Jungle Book, The","gb"
"Double Dragon","gb"
"Mega Man - Dr. Wily's Revenge","gb"
"Hyper Lode Runner","gb"
"Dexterity","gb"
"Wario Blast featuring Bomberman!","gb"
"Tarzan","gb"
"Battleship","gb"
"Fish Dude","gb"
"Blaster Master Boy","gb"
"Solomon's Club","gb"
"Robin Hood - Prince of Thieves","gb"
"Best of the Best - Championship Karate","gb"
"Elevator Action","gb"
"Superman","gb"
"Ultra Golf","gb"
"Milon's Secret Castle","gb"
"Foreman for Real","gb"
"Super Star Wars - Return of the Jedi","gb"
"Hunchback of Notre Dame, The - 5 Foolishly Fun Topsy Turvy Games","gb"
"Adventure Island II - Aliens in Paradise","gb"
"Samurai Shodown","gb"
"Simpsons Itchy & Scratchy, The - Miniature Golf Madness","gb"
"Lamborghini American Challenge","gb"
"Battle Unit Zeoth","gb"
"Paperboy","gb"
"Wario Land - Super Mario Land 3","gb"
"Small Soldiers","gb"
"Hatris","gb"
"Solitaire FunPak","gb"
"Bugs Bunny Crazy Castle, The","gb"
"Sword of Hope, The","gb"
"Ninja Gaiden Shadow","gb"
"F1 Pole Position","gb"
"Tetris Plus","gb"
"Skate or Die - Bad 'N Rad","gb"
"Final Fantasy Adventure","gb"
"Fidgetts, The","gb"
"Battle Bull","gb"
"Pokemon - Edicion Amarilla - Edicion Especial Pikachu","gb"
"Raging Fighter","gb"
"Turn and Burn","gb"
"Arcade Classics - Battlezone & Super Breakout","gb"
"F-1 Race","gb"
"Heiankyo Alien","gb"
"Turok - Battle of the Bionosaurs","gb"
"Donkey Kong","gb"
"Super Battletank - War in the Gulf","gb"
"Toxic Crusaders","gb"
"Operation C","gb"
"Humans, The","gb"
"Trax","gb"
"Who Framed Roger Rabbit","gb"
"Fortified Zone","gb"
"Game & Watch Gallery","gb"
"Daffy Duck","gb"
"Flintstones, The - King Rock Treasure Island","gb"
"Joshua & the Battle of Jericho","gb"
"Ghostbusters II","gb"
"Boxxle II","gb"
"Bionic Battler","gb"
"Gremlins 2 - The New Batch","gb"
"Q-bert for Game Boy","gb"
"Jeep Jamboree","gb"
"Top Rank Tennis","gb"
"Ultima - Runes of Virtue II","gb"
"Double Dragon 3 - The Arcade Game","gb"
"Legend of Zelda, The - Link's Awakening","gb"
"Dr. Franken","gb"
"Kid Dracula","gb"
"Felix the Cat","gb"
"Balloon Kid","gb"
"Miner 2049er Starring Bounty Bob","gb"
"Pinball - Revenge of the 'Gator","gb"
"Judge Dredd","gb"
"Jungle Strike","gb"
"NBA Jam","gb"
"Shanghai","gb"
"Star Trek - The Next Generation","gb"
"WWF Raw","gb"
"Prophecy - The Viking Child","gb"
"Race Drivin'","gb"
"NBA All Star Challenge 2","gb"
"Beavis and Butt-Head","gb"
"Yoshi's Cookie","gb"
"Batman - The Video Game","gb"
"Pocahontas","gb"
"Muhammad Ali Heavyweight Boxing","gb"
"Brain Bender","gb"
"Wayne's World","gb"
"Ring Rage","gb"
"Joe & Mac","gb"
"Pinocchio","gb"
"Casper","gb"
"Bo Jackson - Two Games in One","gb"
"Star Trek Generations - Beyond the Nexus","gb"
"Donkey Kong Land 2","gb"
"Wizards & Warriors Chapter X - The Fortress of Fear","gb"
"FIFA International Soccer","gb"
"CutThroat Island","gb"
"Bonk's Adventure","gb"
"Captain America and the Avengers","gb"
"Last Action Hero","gb"
"Road Rash","gb"
"Tetris 2","gb"
"Spiritual Warfare","gb"
"WWF War Zone","gb"
"Brain Drain","gb"
"Adventures of Star Saver, The","gb"
"Castlevania Legends","gb"
"Spy vs Spy - Operation Boobytrap","gb"
"Torpedo Range","gb"
"Mr. Chin's Gourmet Paradise","gb"
"seaQuest DSV","gb"
"Alleyway","gb"
"Panel Action Bingo","gb"
"Dragon's Lair - The Legend","gb"
"Super Hunchback","gb"
"Krusty's Fun House","gb"
"RoboCop vs. The Terminator","gb"
"Klax","gb"
"Out of Gas","gb"
"Frank Thomas Big Hurt Baseball","gb"
"Metroid II - Return of Samus","gb"
"Mario's Picross","gb"
"Malibu Beach Volleyball","gb"
"Gauntlet II","gb"
"Wario Land II","gb"
"Adventure Island","gb"
"David Crane's The Rescue of Princess Blobette Starring A Boy and His Blob","gb"
"Looney Tunes","gb"
"Hunt for Red October, The","gb"
"Minolta Camera Test Cart 2440","gb"
"Darkwing Duck","gb"
"Super Scrabble","gb"
"Cosmo Tank","gb"
"Caesars Palace","gb"
"Tail 'Gator","gb"
"Pyramids of Ra","gb"
"Track Meet","gb"
"NFL Quarterback Club II","gb"
"Paperboy 2","gb"
"Dr. Mario","gb"
"Prehistorik Man","gb"
"Super Mario Land 2 - 6 Golden Coins","gb"
"Battletoads-Double Dragon","gb"
"Alfred Chicken","gb"
"Elite Soccer","gb"
"Legend of Zelda, The - Link's Awakening","gb"
"Zen - Intergalactic Ninja","gb"
"Mortal Kombat & Mortal Kombat II","gb"
"Sports Illustrated - Golf Classic","gb"
"Tennis","gb"
"NHL Hockey '95","gb"
"Aladdin","gb"
"WWF Superstars","gb"
"Marble Madness","gb"
"Gradius - The Interstellar Assault","gb"
"Tetris Attack","gb"
"Tetris 2","gb"
"Spider-Man 2","gb"
"Batman - The Animated Series","gb"
"King of Fighters '95, The","gb"
"Xenon 2 - Megablast","gb"
"Tasmania Story","gb"
"Bubble Bobble","gb"
"Tiny Toon Adventures - Babs' Big Break","gb"
"Donkey Kong Land","gb"
"Bomberman GB","gb"
"Beetlejuice","gb"
"Oddworld Adventures","gb"
"Mickey's Ultimate Challenge","gb"
"New Chessmaster, The","gb"
"Metal Masters","gb"
"Donkey Kong","gb"
"Spot - The Cool Adventure","gb"
"Final Fantasy Legend II","gb"
"BurgerTime Deluxe","gb"
"Mortal Kombat II","gb"
"King James Bible","gb"
"Teenage Mutant Ninja Turtles - Fall of the Foot Clan","gb"
"Kirby's Pinball Land","gb"
"Jack Nicklaus Golf","gb"
"Castlevania - The Adventure","gb"
"Arcade Classic No. 1 - Asteroids & Missile Command","gb"
"Mr. Do!","gb"
"Nintendo World Cup","gb"
"We're Back! - A Dinosaur's Story","gb"
"HAL Wrestling","gb"
"Ren & Stimpy Show, The - Veediots!","gb"
"Teenage Mutant Ninja Turtles III - Radical Rescue","gb"
"Chase H.Q.","gb"
"Baseball","gb"
"Robin Hood - Prince of Thieves","gb"
"Street Fighter II","gb"
"Bill Elliott's NASCAR Fast Tracks","gb"
"Madden '95","gb"
"Game Genie","gb"
"Kung-Fu Master","gb"
"Yogi Bear in Yogi Bear's Goldrush","gb"
"Skate or Die - Tour de Thrash","gb"
"Nigel Mansell's World Championship","gb"
"Prince of Persia","gb"
"Chessmaster, The","gb"
"Tom & Jerry","gb"
"Getaway, The","gb"
"Gargoyle's Quest","gb"
"Square Deal - The Game of Two-Dimensional Poker","gb"
"Tumble Pop","gb"
"Sports Illustrated - Football & Baseball","gb"
"T2 - The Arcade Game","gb"
"Rolan's Curse","gb"
"InfoGenius Productivity Pak - Berlitz Spanish Translator","gb"
"Tiny Toon Adventures - Wacky Sports","gb"
"Double Dragon II","gb"
"Kirby's Dream Land","gb"
"Snow Bros. Jr.","gb"
"Little Mermaid, The","gb"
"Bubble Ghost","gb"
"Rampart","gb"
"FIFA Soccer '96","gb"
"Castelian","gb"
"Pagemaster, The","gb"
"Wordtris","gb"
"WCW Main Event","gb"
"Super R.C. Pro-Am","gb"
"All-Star Baseball 99","gb"
"Dr. Franken II","gb"
"Bram Stoker's Dracula","gb"
"F-1 Race","gb"
"Incredible Crash Dummies, The","gb"
"Fastest Lap","gb"
"Side Pocket","gb"
"Chuck Rock","gb"
"Alien vs Predator - The Last of His Clan","gb"
"Vegas Stakes","gb"
"Tetris Blast","gb"
"Heavyweight Championship Boxing","gb"
"Bases Loaded for Game Boy","gb"
"Taz-Mania 2","gb"
"Goal!","gb"
"Super Mario Land 2 - 6 Golden Coins","gb"
"Tiny Toon Adventures 2 - Montana's Movie Madness","gb"
"Bart Simpson's Escape from Camp Deadly","gb"
"F-15 Strike Eagle","gb"
"RoboCop","gb"
"Sword of Hope, The","gb"
"Tamagotchi","gb"
"Kirby's Block Ball","gb"
"Kingdom Crusade","gb"
"Stargate","gb"
"TaleSpin","gb"
"WWF Superstars 2","gb"
"Batman - Return of the Joker","gb"
"Sports Illustrated for Kids - The Ultimate Triple Dare!","gb"
"R-Type","gb"
"Lost World, The - Jurassic Park","gb"
"Caesars Palace","gb"
"Spider-Man - X-Men","gb"
"Yoshi","gb"
"Rolan's Curse II","gb"
"Zool - Ninja of the 'Nth' Dimension","gb"
"Play Action Football","gb"
"DuckTales 2","gb"
"Bubble Bobble Part 2","gb"
"Mickey Mouse - Magic Wands","gb"
"NFL Quarterback Club","gb"
"Donkey Kong Land III","gb"
"Asteroids","gb"
"Pac-Man","gb"
"Ferrari Grand Prix Challenge","gb"
"Centipede","gb"
"Boggle Plus","gb"
"Mouse Trap Hotel","gb"
"Lemmings","gb"
"Ken Griffey Jr. Presents Major League Baseball","gb"
"GameShark","gb"
"Battletoads in Ragnarok's World","gb"
"Bonk's Revenge","gb"
"Jurassic Park Part 2 - The Chaos Continues","gb"
"A-mazing Tater","gb"
"InfoGenius Productivity Pak - Spell Checker and Calculator","gb"
"NHL '96","gb"
"Game Boy Camera","gb"
"Addams Family, The - Pugsley's Scavenger Hunt","gb"
"Primal Rage","gb"
"George Foreman's KO Boxing","gb"
"Buster Bros.","gb"
"Ms. Pac-Man","gb"
"Home Alone","gb"
"Mystical Ninja Starring Goemon","gb"
"Ishido - The Way of Stones","gb"
"PGA Tour 96","gb"
"Madden '97","gb"
"Punisher, The - The Ultimate Payback","gb"
"Lazlos' Leap","gb"
"Hook","gb"
"Shaq Fu","gb"
"Godzilla","gb"
"Darkwing Duck","gb"
"Zoop","gb"
"Ren & Stimpy Show, The - Space Cadet Adventures","gb"
"Ninja Boy","gb"
"Micro Machines","gb"
"Desert Strike - Return to the Gulf","gb"
"Castlevania II - Belmont's Revenge","gb"
"Ninja Boy 2","gb"
"Wild Snake","gb"
"Golf","gb"
"Cool World","gb"
"NBA Jam - Tournament Edition","gb"
"Race Days","gb"
"4-in-1 Fun Pak Volume II","gb"
"Total Carnage","gb"
"Cyraid","gb"
"Dennis the Menace","gb"
"Iron Man X-O Manowar in Heavy Metal","gb"
"Top Gun - Guts & Glory","gb"
"Boxxle","gb"
"Dead Heat Scramble","gb"
"NFL Football","gb"
"Nobunaga's Ambition","gb"
"Earthworm Jim","gb"
"Jurassic Park","gb"
"Mickey's Dangerous Chase","gb"
"Mercenary Force","gb"
"Final Fantasy Legend III","gb"
"InfoGenius Productivity Pak - Berlitz French Translator","gb"
"InfoGenius Productivity Pak - Personal Organizer and Phone Book","gb"
"Aerostar","gb"
"Lethal Weapon","gb"
"Pitfall II - Lost Caverns","coleco"
"Frenzy","coleco"
"Moonsweeper","coleco"
"Alcazar - The Forgotten Fortress","coleco"
"Campaign '84","coleco"
"Super Action Baseball","coleco"
"Q-bert","coleco"
"BC's Quest for Tires II - Grog's Revenge","coleco"
"It's Only Rock 'N' Roll","coleco"
"Frogger","coleco"
"War Room","coleco"
"Cabbage Patch Kids Picture Show","coleco"
"Galaxian","coleco"
"Dr. Seuss's Fix-Up the Mix-Up Puzzler","coleco"
"Super Cobra","coleco"
"Fortune Builder","coleco"
"Pitstop","coleco"
"Amazing Bumpman","coleco"
"Artillery Duel","coleco"
"Mr. Do!","coleco"
"Cosmic Avenger","coleco"
"Victory","coleco"
"Star Wars","coleco"
"Rocky Super-Action Boxing","coleco"
"Frontline","coleco"
"Quest for Quintana Roo","coleco"
"Word Feud","coleco"
"Subroc","coleco"
"Sir Lancelot","coleco"
"Oil's Well","coleco"
"Star Trek","coleco"
"Defender","coleco"
"Up 'N Down","coleco"
"Smurf Rescue","coleco"
"Wing War","coleco"
"Fathom","coleco"
"Ken Uston Blackjack-Poker","coleco"
"Tapper","coleco"
"Memory Manor","coleco"
"Q-bert","coleco"
"Nova Blast","coleco"
"Flipper Slipper","coleco"
"One on One","coleco"
"Space Panic","coleco"
"Logic Levels","coleco"
"Chuck Norris - Super Kicks","coleco"
"Sammy Lightfoot","coleco"
"Spectron","coleco"
"Mr. Do!'s Castle","coleco"
"Super Controller Tester","coleco"
"Looping","coleco"
"ColecoVision Monitor Test","coleco"
"Slurpy","coleco"
"Super Cobra","coleco"
"Pitfall!","coleco"
"Mountain King","coleco"
"Donkey Kong Jr","coleco"
"Gust Buster","coleco"
"Sector Alpha","coleco"
"Aquattack","coleco"
"BurgerTime","coleco"
"From Out of the Jungle - Tarzan","coleco"
"Congo Bongo","coleco"
"Keystone Kapers","coleco"
"Final Test Cartridge","coleco"
"Jumpman Junior","coleco"
"Tank Wars","coleco"
"River Raid","coleco"
"BC's Quest for Tires","coleco"
"Spy Hunter","coleco"
"Miner 2049er Starring Bounty Bob","coleco"
"Bump 'N' Jump","coleco"
"Frogger II - ThreeeDeep!","coleco"
"Roc 'N Rope","coleco"
"Motocross Racer","coleco"
"Robin Hood","coleco"
"Dukes of Hazzard, The","coleco"
"H.E.R.O","coleco"
"Tomarc the Barbarian","coleco"
"Monkey Academy","coleco"
"Frantic Freddy","coleco"
"Gorf","coleco"
"Rock 'N' Bolt","coleco"
"Mousetrap","coleco"
"Popeye","coleco"
"Cabbage Patch Kids - Adventures in the Park","coleco"
"Dam Busters, The","coleco"
"Evolution","coleco"
"Juke Box","coleco"
"Linking Logic","coleco"
"Turbo","coleco"
"Brain Strainers","coleco"
"Carnival","coleco"
"Donkey Kong","coleco"
"War Games","coleco"
"James Bond","coleco"
"Destructor","coleco"
"Venture","coleco"
"Centipede","coleco"
"Frontline","coleco"
"Telly Turtle","coleco"
"Q-Bert's Qubes","coleco"
"Ms. Space Fury","coleco"
"Lady Bug","coleco"
"Dance Fantasy","coleco"
"Sewer Sam","coleco"
"Time Pilot","coleco"
"Squish 'Em Sam!","coleco"
"Meteoric Shower","coleco"
"Motocross Racer","coleco"
"Jungle Hunt","coleco"
"Rolloverture","coleco"
"Gateway to Apshai","coleco"
"Tutankham","coleco"
"Activision Decathlon, The","coleco"
"Tournament Tennis","coleco"
"Alphabet Zoo","coleco"
"Dragonfire","coleco"
"Slither","coleco"
"Learning with Leeper","coleco"
"Fraction Fever","coleco"
"Zaxxon","coleco"
"Facemaker","coleco"
"Gyruss","coleco"
"Quest for Quintana Roo","coleco"
"Mountain King","coleco"
"Skiing","coleco"
"Cosmic Crisis","coleco"
"Illusions","coleco"
"Beamrider","coleco"
"Super Action Soccer","coleco"
"Pepper II","coleco"
"Super Action Football","coleco"
"Heist, The","coleco"
"Smurf Paint 'n Play Workshop","coleco"
"BC's Quest for Tires II - Grog's Revenge","coleco"
"Antarctic Adventure","coleco"
"Donkey Kong","coleco"
"Threshold","coleco"
"Strike It!","coleco"
"Boulder Dash","coleco"
"Blockade Runner","coleco"
"Omega Race","coleco"
"Choplifter","coleco"
"Montezuma's Revenge","coleco"
"Space Fury","coleco"
"Wizard of Id's Wizmath","coleco"
"2010 - The Graphic Action Game","coleco"
"Zenji","coleco"
"Galaxian","coleco"
"Super Cross Force","coleco"
"Buck Rogers - Planet of Zoom","coleco"
"Rock 'N' Bolt","coleco"
"Fidelity Ultimate Chess Challenge, The","atarilynx"
"Paperboy","atarilynx"
"Todd's Adventures in Slime World","atarilynx"
"Shadow of the Beast","atarilynx"
"Batman Returns","atarilynx"
"European Soccer Challenge","atarilynx"
"Checkered Flag","atarilynx"
"Xenophobe","atarilynx"
"California Games","atarilynx"
"Double Dragon","atarilynx"
"Lemmings","atarilynx"
"Ms. Pac-Man","atarilynx"
"Rampart","atarilynx"
"Super Off-Road","atarilynx"
"RoadBlasters","atarilynx"
"Dinolympics","atarilynx"
"S.T.U.N. Runner","atarilynx"
"Bill & Ted's Excellent Adventure","atarilynx"
"Joust","atarilynx"
"Power Factor","atarilynx"
"Hydra","atarilynx"
"Rampage","atarilynx"
"Robo-Squash","atarilynx"
"Klax","atarilynx"
"Pit Fighter - The Ultimate Competition","atarilynx"
"Electrocop","atarilynx"
"Blue Lightning","atarilynx"
"NFL Football","atarilynx"
"Tournament Cyberball","atarilynx"
"Zarlor Mercenary","atarilynx"
"Rygar - Legendary Warrior","atarilynx"
"Malibu Bikini Volleyball","atarilynx"
"Xybots","atarilynx"
"Ishido - The Way of Stones","atarilynx"
"Krazy Ace - Miniature Golf","atarilynx"
"Battlezone 2000","atarilynx"
"Bubble Trouble","atarilynx"
"Gordo 106 - The Mutated Lab Monkey","atarilynx"
"Warbirds","atarilynx"
"Robotron 2084","atarilynx"
"Ninja Gaiden","atarilynx"
"Viking Child","atarilynx"
"Baseball Heroes","atarilynx"
"A.P.B. - All Points Bulletin","atarilynx"
"Super Skweek","atarilynx"
"Awesome Golf","atarilynx"
"Hard Drivin'","atarilynx"
"QIX","atarilynx"
"Shanghai","atarilynx"
"Turbo Sub","atarilynx"
"Toki","atarilynx"
"Kung Food","atarilynx"
"Fat Bobby","atarilynx"
"Crystal Mines II","atarilynx"
"World Class Soccer","atarilynx"
"Pac-Land","atarilynx"
"Scrapyard Dog","atarilynx"
